OrderID,OrderPrice
10248,440.00
10249,1863.40
10250,1813.00
10251,670.80
10252,3730.00
10253,1444.80
10254,625.20
10255,2490.50
10256,517.80
10257,1119.90
10258,2018.60
10259,100.80
10260,1746.20
10261,448.00
10262,624.80
10263,2464.80
10264,724.50
10265,1176.00
10266,364.80
10267,4031.00
10268,1101.20
10269,676.00
10270,1376.00
10271,48.00
10272,1456.00
10273,2142.40
10274,538.60
10275,307.20
10276,420.00
10277,1200.80
10278,1488.80
10279,468.00
10280,613.20
10281,86.50
10282,155.40
10283,1414.80
10284,1452.00
10285,2179.20
10286,3016.00
10287,924.00
10288,89.00
10289,479.40
10290,2169.00
10291,552.80
10292,1296.00
10293,848.70
10294,1887.60
10295,121.60
10296,1050.60
10297,1420.00
10298,3127.00
10299,349.50
10300,608.00
10301,755.00
10302,2708.80
10303,1242.00
10304,954.40
10305,4157.00
10306,498.50
10307,424.00
10308,88.80
10309,1762.00
10310,336.00
10311,268.80
10312,1614.80
10313,182.40
10314,2327.00
10315,516.80
10316,2835.00
10317,288.00
10318,240.40
10319,1191.20
10320,516.00
10321,144.00
10322,112.00
10323,164.40
10324,6155.90
10325,1497.00
10326,982.00
10327,2262.50
10328,1168.00
10329,4819.40
10330,1940.00
10331,88.50
10332,2233.60
10333,954.00
10334,144.80
10335,2545.20
10336,316.80
10337,2467.00
10338,934.50
10339,3463.20
10340,2564.40
10341,412.00
10342,2300.80
10343,1586.00
10344,2856.00
10345,2924.80
10346,1731.20
10347,928.00
10348,396.00
10349,141.60
10350,713.40
10351,5677.60
10352,154.00
10353,10741.60
10354,568.80
10355,480.00
10356,1106.40
10357,1360.00
10358,452.00
10359,3654.40
10360,7390.20
10361,2273.60
10362,1549.60
10363,447.20
10364,950.00
10365,403.20
10366,136.00
10367,834.20
10368,1834.20
10369,2527.20
10370,1174.00
10371,91.20
10372,12281.20
10373,1708.00
10374,459.00
10375,338.00
10376,420.00
10377,1016.00
10378,103.20
10379,959.20
10380,1419.80
10381,112.00
10382,2900.00
10383,899.00
10384,2222.40
10385,864.00
10386,166.00
10387,1058.40
10388,1274.00
10389,1832.80
10390,2275.20
10391,86.40
10392,1440.00
10393,3302.60
10394,442.00
10395,2333.20
10396,1903.80
10397,843.20
10398,2736.00
10399,1765.60
10400,3063.00
10401,3868.60
10402,2713.50
10403,1005.90
10404,1675.00
10405,400.00
10406,2018.20
10407,1194.00
10408,1622.40
10409,319.20
10410,802.00
10411,1208.50
10412,372.00
10413,2123.20
10414,231.40
10415,102.40
10416,720.00
10417,11283.20
10418,1814.80
10419,2208.00
10420,1897.60
10421,1273.20
10422,49.80
10423,1020.00
10424,11493.20
10425,480.00
10426,338.20
10427,651.00
10428,192.00
10429,1748.50
10430,5796.00
10431,2523.00
10432,485.00
10433,851.20
10434,360.00
10435,631.60
10436,2210.80
10437,393.00
10438,567.50
10439,1078.00
10440,5793.10
10441,1755.00
10442,1792.00
10443,537.60
10444,1031.70
10445,174.90
10446,273.60
10447,914.40
10448,443.40
10449,1838.20
10450,531.40
10451,4277.40
10452,2096.00
10453,453.00
10454,414.00
10455,2684.00
10456,656.00
10457,1584.00
10458,3891.00
10459,1688.00
10460,234.80
10461,2051.60
10462,156.00
10463,713.30
10464,1848.00
10465,2719.00
10466,216.00
10467,235.20
10468,717.60
10469,1125.50
10470,1820.80
10471,1328.00
10472,1051.20
10473,230.40
10474,1249.10
10475,1770.80
10476,182.40
10477,672.00
10478,496.00
10479,10495.60
10480,756.00
10481,1472.00
10482,147.00
10483,704.00
10484,386.20
10485,1760.00
10486,1272.00
10487,925.10
10488,1560.00
10489,502.20
10490,3163.20
10491,305.30
10492,896.00
10493,676.00
10494,912.00
10495,278.00
10496,200.00
10497,1380.60
10498,575.00
10499,1412.00
10500,550.80
10501,149.00
10502,816.30
10503,2048.50
10504,1388.50
10505,147.90
10506,462.00
10507,881.25
10508,240.00
10509,136.80
10510,4735.44
10511,3000.00
10512,618.00
10513,2427.50
10514,8623.45
10515,10588.50
10516,2614.50
10517,352.00
10518,4150.05
10519,2356.00
10520,200.00
10521,225.50
10522,2657.80
10523,2715.90
10524,3192.65
10525,846.00
10526,1344.00
10527,1670.00
10528,396.20
10529,946.00
10530,4180.00
10531,110.00
10532,796.35
10533,2295.20
10534,517.40
10535,2156.50
10536,2085.00
10537,1823.80
10538,139.80
10539,355.50
10540,10191.70
10541,2162.80
10542,493.80
10543,1770.00
10544,417.20
10545,210.00
10546,2812.00
10547,1908.00
10548,275.10
10549,4181.50
10550,749.00
10551,1836.00
10552,880.50
10553,1546.30
10554,1819.50
10555,3680.50
10556,835.20
10557,1152.50
10558,2142.90
10559,547.80
10560,1257.30
10561,2844.50
10562,543.00
10563,965.00
10564,1299.00
10565,711.00
10566,2040.00
10567,3109.00
10568,155.00
10569,977.50
10570,2595.00
10571,647.75
10572,1565.65
10573,2082.00
10574,764.30
10575,2147.40
10576,838.45
10577,569.00
10578,477.00
10579,317.75
10580,1067.10
10581,387.50
10582,330.00
10583,2413.90
10584,625.00
10585,142.50
10586,28.00
10587,807.38
10588,3900.00
10589,72.00
10590,1140.00
10591,812.50
10592,543.65
10593,2493.00
10594,565.50
10595,6300.00
10596,1476.10
10597,800.10
10598,2388.50
10599,493.00
10600,479.80
10601,2285.00
10602,65.00
10603,1508.00
10604,256.50
10605,4326.00
10606,1413.00
10607,6475.40
10608,1064.00
10609,424.00
10610,399.00
10611,808.00
10612,6375.00
10613,358.00
10614,464.00
10615,120.00
10616,5032.00
10617,1650.00
10618,2697.50
10619,1260.00
10620,57.50
10621,758.50
10622,605.00
10623,1429.75
10624,1393.24
10625,479.75
10626,1503.60
10627,1264.50
10628,450.00
10629,2775.05
10630,918.00
10631,62.00
10632,620.00
10633,6483.05
10634,4985.50
10635,1380.25
10636,629.50
10637,2896.25
10638,2720.05
10639,500.00
10640,945.00
10641,2054.00
10642,870.00
10643,1086.00
10644,1422.00
10645,1535.00
10646,1928.00
10647,636.00
10648,382.50
10649,1434.00
10650,1820.20
10651,530.40
10652,331.78
10653,1203.50
10654,668.70
10655,193.00
10656,671.35
10657,4371.60
10658,4668.00
10659,1291.60
10660,1701.00
10661,703.25
10662,125.00
10663,2032.00
10664,1515.75
10665,1295.00
10666,4666.94
10667,1921.00
10668,694.75
10669,570.00
10670,2301.75
10671,920.10
10672,4210.50
10673,412.35
10674,45.00
10675,1423.00
10676,534.85
10677,956.90
10678,5256.50
10679,660.00
10680,1682.50
10681,1327.00
10682,375.50
10683,63.00
10684,1768.00
10685,801.10
10686,1638.45
10687,6201.90
10688,3490.00
10689,630.00
10690,1150.00
10691,10164.80
10692,878.00
10693,2334.00
10694,4825.00
10695,642.00
10696,996.00
10697,1073.90
10698,3600.73
10699,114.00
10700,2048.00
10701,3370.00
10702,330.00
10703,2545.00
10704,595.50
10705,378.00
10706,1893.00
10707,1704.00
10708,180.40
10709,3424.00
10710,93.50
10711,4451.70
10712,1238.40
10713,2827.90
10714,2941.00
10715,1296.00
10716,706.00
10717,1331.75
10718,3463.00
10719,1125.67
10720,550.00
10721,972.50
10722,1570.00
10723,468.45
10724,638.50
10725,287.80
10726,655.00
10727,1710.00
10728,1296.75
10729,1850.00
10730,509.75
10731,1990.00
10732,360.00
10733,1459.00
10734,1498.35
10735,596.00
10736,997.00
10737,139.80
10738,52.35
10739,240.00
10740,1770.00
10741,285.00
10742,3118.00
10743,336.00
10744,920.00
10745,4529.80
10746,2311.70
10747,1912.85
10748,2196.00
10749,1080.00
10750,1871.25
10751,1701.46
10752,252.00
10753,88.00
10754,55.20
10755,2598.00
10756,2487.50
10757,3082.00
10758,1644.60
10759,320.00
10760,3304.00
10761,629.50
10762,4337.00
10763,616.00
10764,2540.00
10765,1684.00
10766,2310.00
10767,28.00
10768,1477.00
10769,1704.00
10770,315.00
10771,344.00
10772,3603.22
10773,2216.25
10774,875.00
10775,228.00
10776,6984.50
10777,280.00
10778,96.50
10779,1335.00
10780,720.00
10781,1132.35
10782,12.50
10783,1442.50
10784,1650.00
10785,387.50
10786,1913.85
10787,2760.80
10788,770.00
10789,3687.00
10790,850.00
10791,1926.06
10792,399.85
10793,191.10
10794,393.45
10795,2499.25
10796,2878.08
10797,420.00
10798,446.60
10799,1585.00
10800,1632.15
10801,4035.80
10802,3923.75
10803,1255.80
10804,2290.40
10805,2775.00
10806,572.10
10807,18.40
10808,1660.00
10809,140.00
10810,187.00
10811,852.00
10812,1852.00
10813,648.00
10814,2070.00
10815,40.00
10816,8891.00
10817,11490.70
10818,833.00
10819,477.00
10820,1140.00
10821,678.00
10822,237.90
10823,3107.50
10824,250.80
10825,1030.76
10826,730.00
10827,843.00
10828,932.00
10829,1764.00
10830,1974.00
10831,2684.40
10832,568.95
10833,1007.70
10834,1508.12
10835,851.00
10836,4705.50
10837,1254.00
10838,2584.50
10839,919.50
10840,264.00
10841,4581.00
10842,975.00
10843,212.00
10844,735.00
10845,4059.00
10846,1112.00
10847,6164.90
10848,931.50
10849,1052.14
10850,740.00
10851,2740.00
10852,2984.00
10853,625.00
10854,3490.00
10855,2275.25
10856,660.00
10857,2630.95
10858,649.00
10859,1438.25
10860,519.00
10861,3523.40
10862,581.00
10863,519.00
10864,282.00
10865,17250.00
10866,1461.60
10867,98.40
10868,2004.60
10869,1630.00
10870,160.00
10871,2083.40
10872,2166.80
10873,336.80
10874,310.00
10875,729.50
10876,917.00
10877,2086.00
10878,1620.00
10879,611.30
10880,1875.00
10881,150.00
10882,988.40
10883,36.00
10884,1450.60
10885,1209.00
10886,3127.50
10887,70.00
10888,605.00
10889,11380.00
10890,860.10
10891,388.35
10892,2200.00
10893,5502.11
10894,2898.00
10895,6379.40
10896,750.50
10897,10835.24
10898,30.00
10899,144.00
10900,45.00
10901,934.50
10902,1015.80
10903,932.05
10904,1924.25
10905,360.00
10906,427.50
10907,108.50
10908,698.00
10909,670.00
10910,452.90
10911,858.00
10912,8267.40
10913,958.75
10914,537.50
10915,539.50
10916,686.70
10917,365.89
10918,1930.00
10919,1122.80
10920,390.00
10921,1936.00
10922,742.50
10923,936.00
10924,2034.50
10925,559.00
10926,514.40
10927,800.00
10928,137.50
10929,1174.75
10930,2455.00
10931,837.00
10932,1925.50
10933,920.60
10934,500.00
10935,700.00
10936,570.00
10937,644.80
10938,3642.50
10939,750.00
10940,360.00
10941,4769.00
10942,560.00
10943,711.00
10944,1139.10
10945,245.00
10946,1407.50
10947,220.00
10948,2362.25
10949,4422.00
10950,110.00
10951,482.90
10952,491.20
10953,4675.00
10954,1902.10
10955,93.00
10956,677.00
10957,1762.70
10958,781.00
10959,155.00
10960,276.60
10961,1122.00
10962,3584.00
10963,68.00
10964,2052.50
10965,848.00
10966,1255.60
10967,910.40
10968,1408.00
10969,108.00
10970,280.00
10971,1733.06
10972,251.50
10973,291.55
10974,439.00
10975,717.50
10976,912.00
10977,2233.00
10978,1500.70
10979,4813.50
10980,310.00
10981,15810.00
10982,1014.00
10983,796.50
10984,1809.75
10985,2248.20
10986,2220.00
10987,2772.00
10988,3772.00
10989,1353.60
10990,4931.00
10991,2870.00
10992,69.60
10993,6527.25
10994,990.00
10995,1196.00
10996,560.00
10997,1980.00
10998,686.00
10999,1261.00
11000,1075.00
11001,2769.00
11002,1902.00
11003,326.00
11004,295.38
11005,586.00
11006,391.58
11007,2633.90
11008,4903.50
11009,702.00
11010,645.00
11011,960.00
11012,2974.00
11013,361.00
11014,270.20
11015,622.35
11016,491.50
11017,6750.00
11018,1575.00
11019,76.00
11020,744.00
11021,6941.49
11022,1402.00
11023,1500.00
11024,1966.81
11025,300.00
11026,1030.00
11027,1170.30
11028,2160.00
11029,1286.80
11030,16321.90
11031,2393.50
11032,8902.50
11033,3592.00
11034,554.40
11035,1754.50
11036,1692.00
11037,60.00
11038,751.00
11039,3090.00
11040,200.00
11041,1887.00
11042,405.75
11043,210.00
11044,591.60
11045,1309.50
11046,1564.00
11047,1090.50
11048,525.00
11049,342.00
11050,900.00
11051,45.00
11052,1665.00
11053,3658.75
11054,305.00
11055,1727.50
11056,3740.00
11057,45.00
11058,858.00
11059,1838.00
11060,266.00
11061,510.00
11062,508.00
11063,1445.50
11064,4722.30
11065,252.56
11066,928.75
11067,86.85
11068,2384.80
11069,360.00
11070,1873.50
11071,510.00
11072,5218.00
11073,300.00
11074,244.30
11075,586.00
11076,1057.00
11077,1374.60
